datum,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Seasonal,Weekday Name,Sales Price,Comp Price,Competitor2,Competitor3,Competitor4,Competitor5,MRP,Cost of Manufacturing,inflation rate,Demand Score,discount rate,Margin,Inventory levels,Govt regulations,Expiry days
11/9/2016,2.34,5.66,1.4,25,18,0,4,0,2016,11,Wednesday,11.58,11.46,12.52,12.5,11.36,11.51,15.04,4.77,1.7,1.83,13,56.96,127.2433333,19.8,87
11/10/2016,7.33,6.33,7,31.1,5,2,12,3.4,2016,11,Thursday,15.46,16.87,13.98,15.82,15.17,15.65,19.99,8.42,1.7,1.63,16,41.06,124.9033333,19.8,61
11/11/2016,10.66,1.759,4,33,6,0,1,1,2016,11,Friday,12.29,13.18,11.97,13.46,11.21,11.65,15.72,6.59,1.7,7.42,8,47.01,117.5733333,19.8,68
11/12/2016,8,3.825,7,56.5,10,0,1,1.2,2016,11,Saturday,14.24,15.04,12.92,14.56,15.4,14.42,18.13,6.8,1.7,4.97,12,50.67,106.9133333,19.8,48
11/13/2016,6,11.32,3.6,60.2,0,0,5,1,2016,11,Sunday,15.49,14.43,14.62,15.69,14.81,14.78,19.96,8.32,1.7,4.8,18,40.45,98.91333333,19.8,46
11/14/2016,10,4.726,3.8,50.5,5,3,1,1,2016,11,Monday,12.8,11.7,12.69,13.32,11.95,13.23,15.67,6.24,1.7,0.28,7,52.35,92.91333333,19.8,61
11/15/2016,5.33,0.33,4,30.1,27,5,5,1,2016,11,Tuesday,10.02,9.72,9.58,10.67,10.2,10.04,11.54,4.67,1.7,8.59,5,55.4,82.91333333,19.8,79
11/16/2016,4,3.167,4,38.912,5,0,10,1,2016,11,Wednesday,11.72,12.1,10.7,11.26,11.31,11.03,13.51,6.57,1.7,6.11,17,38.6,77.58333333,19.8,40
11/17/2016,5,2.726,5.7,41.4,0,0,1,1.4,2016,11,Thursday,13.58,13.59,13.07,13.76,12.88,14.49,16.48,5.73,1.7,4.5,12,56.41,73.58333333,19.8,60
11/18/2016,1.33,4.33,6.25,31,7,1,2,2,2016,11,Friday,12.98,13.67,11.73,13.87,11.7,11.72,15.27,6.15,1.7,3.64,9,52.67,68.58333333,19.8,30
11/19/2016,5,2.7,4,35.4,3,0,3,2,2016,11,Saturday,12.82,13.12,13.76,11.97,13.17,12.22,16.31,5.89,1.7,0.54,15,50.86,67.25333333,19.8,51
11/20/2016,7,4.34,5,25.5,3,0,0,2,2016,11,Sunday,13.61,12.42,13.63,12.41,13.94,13.24,16.48,7.88,1.7,3.95,10,41.52,62.25333333,19.8,53
11/21/2016,1.34,3.34,5.25,30,1,0,13,3,2016,11,Monday,11.91,11.1,11.96,11.69,10.92,12.99,15.19,5.24,1.7,4.08,18,51.22,55.25333333,19.8,37
11/22/2016,4.01,4.703,1.1,23,3,2,7,2,2016,11,Tuesday,12.68,11.55,11.88,12.61,12.19,11.49,15.88,5.2,1.7,2.3,18,54.53,53.91333333,19.8,70
11/23/2016,3,4.33,3.7,44.124,5,0,0,1,2016,11,Wednesday,15.24,15.58,15.53,16.26,14.37,14.95,18.33,8.83,1.7,1.02,8,42.75,49.90333333,19.8,50
11/24/2016,8.67,4.333,6,28,2,0,10,3,2016,11,Thursday,12.23,13.44,12.34,12.74,11.38,12.24,15.89,5.24,1.7,4.37,6,58.56,46.90333333,19.8,75
11/25/2016,7.34,5,7,21,20,4,5,1,2016,11,Friday,14.01,12.64,15.24,15.39,14.23,14.75,16.96,7.86,1.7,8.74,18,37.8,38.23333333,19.8,30
11/26/2016,3.33,5,4,36,9,3,12,2,2016,11,Saturday,13.21,13.45,14.48,13.07,13.08,13.95,16.1,7.32,1.7,6.28,16,40.03,30.89333333,19.8,90
11/27/2016,9.33,5.693,3.9,61,5,0,1,0,2016,11,Sunday,9.76,9.64,10.2,9.22,8.86,9.99,12.58,4.31,1.7,3.46,11,54.89,272,19.8,73
11/28/2016,4.5,1.363,2.05,23,5,0,12,0,2016,11,Monday,12.18,12.33,12.76,11.19,12.75,11.69,15.46,6.34,1.7,7.98,15,44.33,262.67,19.8,59
11/29/2016,5.68,5.67,3,45.6,6,2,0,0,2016,11,Tuesday,11.96,12.29,11.69,12.88,11.23,10.78,14.96,5.72,1.7,2.13,11,51.15,258.17,19.8,82
11/30/2016,3.33,2.99,4.3,24.6,13,0,7,0,2016,11,Wednesday,11.3,10.57,10.36,10.37,11.36,10.91,13.09,6.04,1.7,0.83,12,44.78,252.49,19.8,86
12/1/2016,4.5,2.363,1.5,55.662,8,0,9,0,2016,12,Thursday,13.15,13.31,14.32,13.03,13.64,11.92,16.77,6.13,2.1,2.29,14,50.72,249.16,19.8,73
12/2/2016,6,1.076,3.2,43,14,0,26,0.2,2016,12,Friday,12.82,11.67,12.83,11.57,13.2,12.9,15.08,6.7,2.1,0.79,14,44.75,244.66,19.8,84
12/3/2016,3.17,2.68,3,43.3,2,0,1,4,2016,12,Saturday,12.79,13.58,12.06,11.65,13.35,11.94,16.12,5.91,2.1,2.91,14,51.15,238.66,19.8,69
12/4/2016,7,9.123,2.9,67,4,0,0,0,2016,12,Sunday,11.1,11.71,11.15,10.74,11.52,12.19,13.38,6.38,2.1,1.84,18,36.28,235.49,19.8,53
12/5/2016,9.5,1.68,4,23,6,1,13,2,2016,12,Monday,10.5,10.55,10.6,11.07,10.74,10.96,13.62,4.52,2.1,3.75,14,54.5,228.49,19.8,71
12/6/2016,6,5.09,4.4,27.2,4,0,20,1,2016,12,Tuesday,11.14,12.01,10.4,10.64,10.91,11.76,13.61,5.39,2.1,0.96,16,47.64,218.99,19.8,74
12/7/2016,4.34,2.726,1.7,47,8,3,7,3,2016,12,Wednesday,8.31,8.36,7.73,9.02,8.8,8.14,9.95,4.16,2.1,0.89,18,44.5,212.99,19.8,79
12/8/2016,5.67,1.67,5,35.7,9,0,2,0,2016,12,Thursday,12.49,11.28,13.48,11.53,12.26,13.61,15.76,6.18,2.1,6.31,18,45.14,208.65,19.8,31
12/9/2016,5.66,1.67,4,35.062,2,0,0,2,2016,12,Friday,8.61,8.24,9.02,8.27,9.19,8.04,10.33,3.68,2.1,2.36,16,53.74,202.98,19.8,60
12/10/2016,7.34,6.33,10.1,45.4,1,0,15,2,2016,12,Saturday,9.95,10.45,9.27,10.37,9.44,10.85,12.7,4.22,2.1,2.09,17,53.55,197.32,19.8,35
12/11/2016,3.34,4.726,8.55,62.062,7,0,14,1,2016,12,Sunday,12.46,13.26,11.32,11.63,13.55,11.91,16.19,7.45,2.1,3.97,11,38.93,189.98,19.8,84
12/12/2016,3.66,2.429,3.1,44.5,28.33333333,3,21,4,2016,12,Monday,11.8,10.73,12.21,12.8,12.46,11.86,13.8,4.73,2.1,0.57,19,55.01,186.64,19.8,80
12/13/2016,1,4,5.1,43.6,0,0,18,0,2016,12,Tuesday,9.14,9.99,9.08,8.44,8.5,8.47,11.73,4.21,2.1,1.33,14,51.31,182.98,19.8,31
12/14/2016,5.83,3.78,5.65,32.2,21,0,10,1.2,2016,12,Wednesday,11.48,10.94,11.68,11.58,10.36,11.36,13.5,5.87,2.1,1.24,11,47.77,181.98,19.8,59
12/15/2016,9.66,3.33,1,22.8,8,0,5,1,2016,12,Thursday,13.42,13.36,12.83,12.16,12.83,12.2,17.35,7.84,2.1,7.32,14,38.24,176.15,19.8,57
12/16/2016,7.33,6.32,2.2,39.775,8,3,23,1,2016,12,Friday,12.49,11.59,13.55,11.69,13.63,12.71,14.78,7.29,2.1,6.05,19,34.49,166.49,19.8,83
12/17/2016,5.99,2.66,4.15,59.95,10,0,6,1,2016,12,Saturday,13.29,13.85,13.67,13.03,13.37,14.45,15.63,7.4,2.1,0.7,7,45.57,159.16,19.8,36
12/18/2016,1.67,5.02,4.2,60.7,13,0,5,1,2016,12,Sunday,13.15,13.8,14.35,14.16,12.36,13.42,15.82,6.93,2.1,6.17,8,47.93,153.17,19.8,69
12/19/2016,0,0,0,0,0,0,0,0,2016,12,Monday,13.65,13.02,12.47,13.85,14.98,13.82,16.12,5.95,2.1,2.08,10,55.97,151.5,19.8,71
12/20/2016,6.33,3.66,4,46,12,2,1,0,2016,12,Tuesday,10.98,10,10.57,10.49,10.76,10.68,14.2,4.86,2.1,1.44,6,57.19,151.5,19.8,53
12/21/2016,1.34,2.812,0.25,37,5,0,6,2.5,2016,12,Wednesday,13.4,12.14,13.57,13.91,12.8,14.14,17.28,7,2.1,2.29,11,46.64,145.17,19.8,37
12/22/2016,4.34,4.165,3.8,38.4,1,0,5,0,2016,12,Thursday,13.51,14.73,13.86,12.19,14.13,13.15,16.61,6.71,2.1,0.42,5,52.47,143.83,19.8,63
12/23/2016,5.33,4.67,1.15,32,6,0,8,2,2016,12,Friday,11.14,11.93,11.19,10.94,10.69,10.23,13.61,5.68,2.1,1.51,11,47.92,139.49,19.8,42
12/24/2016,6.33,6.7,4.2,82,4,1,2,1,2016,12,Saturday,13.5,14.46,14.78,12.27,14.02,14.62,16.33,7.43,2.1,2.16,14,41.82,134.16,19.8,67
12/25/2016,2.33,7.627,5.7,79.8,0,0,9,1,2016,12,Sunday,11.53,11.65,11.88,11.68,10.4,10.65,14.95,4.8,2.1,4.18,14,55.99,127.83,19.8,44
12/26/2016,10.33,4.66,2,58.924,6,0,2,2,2016,12,Monday,9.92,10.38,9.01,9.6,8.99,9.72,12.61,4.88,2.1,4.24,9,50.86,125.5,19.8,44
12/27/2016,6,5,0.416666667,54.2,8,2,13,0,2016,12,Tuesday,11.47,11.01,10.95,11.4,10.46,10.6,14.52,6.2,2.1,2.07,17,40.8,115.17,19.8,79
12/28/2016,4.34,6.33,6.45,57.2,7,0,13,0,2016,12,Wednesday,11.16,10.92,10.53,10.26,11.3,11.43,14.24,6.18,2.1,3.91,8,45.28,109.17,19.8,80
12/29/2016,11,6.01,6.35,81.2,4,3,6,2,2016,12,Thursday,9.83,10.06,10.29,10.15,10.45,10.08,12.01,5.56,2.1,3.33,18,37.29,104.83,19.8,68
12/30/2016,5.66,8.99,7.3,161,13,0,3,0,2016,12,Friday,9.58,10.36,9.41,9.23,9.06,9.35,11.71,4.84,2.1,4.35,16,45.32,93.83,19.8,44
12/31/2016,8.33,7.759,7.45,108.7,7,0,12,0,2016,12,Saturday,8.98,8.65,8.15,9.86,9.52,8.86,10.52,4.71,2.1,0.25,14,44.56,88.17,19.8,67
1/1/2017,3.54375,3.95625,1.5625,25.675,8.75,1.875,6.25,0.625,2017,1,Sunday,8.98,8.66,9.08,8.94,8.39,9.56,11.63,4.09,2.5,2.21,12,52.95,79.84,18,48
1/2/2017,0.2125,0.6375,0.625,32,0,0.625,3.125,3.125,2017,1,Monday,9.36,9.23,8.66,9.58,8.68,8.8,10.86,4.02,2.5,3.28,17,52.96,76.29625,18,40
1/3/2017,6.25,5.83125,4.625,66.8125,8.75,0,7.03125,1.875,2017,1,Tuesday,12.1,10.9,10.9,13.2,12.86,11.54,15.64,5.8,2.5,0.17,6,53.64,76.08375,18,43
1/4/2017,6.804166667,5.970833333,6.416666667,56.76666667,10,1.25,5,2.916666667,2017,1,Wednesday,11.39,11.22,10.81,11.85,11.5,11.62,13.67,5.69,2.5,7.6,13,47.8,69.83375,18,79
1/5/2017,7.504166667,7.879166667,5.208333333,62.20833333,14.58333333,0,11.25,2.5,2017,1,Thursday,10.88,11.15,9.92,10.75,11.24,9.85,13.15,4.5,2.5,1.07,6,60,63.02958333,18,55
1/6/2017,4.583333333,3.05,5.625,65.5625,10.83333333,0,15.41666667,2.5,2017,1,Friday,12.17,13.06,12.42,12.88,12.09,13.15,15.68,6.8,2.5,8.47,19,37.29,55.52541667,18,35
1/7/2017,2.916666667,5.154166667,5.958333333,34.625,8.75,0,2.5,0,2017,1,Saturday,9.6,9.54,8.68,10.5,10.25,9.26,12.28,5.56,2.5,5.95,6,43.99,50.94208333,18,43
1/8/2017,5.416666667,1.859583333,5.083333333,25.375,10,2.083333333,3.333333333,1.666666667,2017,1,Sunday,12.8,13.62,13.92,13.67,13.26,12.97,15.5,5.8,2.5,4.71,17,50.37,48.02541667,18,86
1/9/2017,3.8875,4.057083333,2.583333333,56.125,9.166666667,0.416666667,1.666666667,2.083333333,2017,1,Monday,12.24,12.59,12.79,11.89,11.25,12.57,15.56,6.23,2.5,7.02,11,48.01,42.60875,18,59
1/10/2017,6.3875,4.73875,13.29166667,54.25,25,1.666666667,7.5,0.833333333,2017,1,Tuesday,8.7,9.4,8.98,9.53,9.18,8.19,10.04,3.76,2.5,0.92,7,57.75,38.72125,18,41
1/11/2017,9.308333333,5.501666667,9.166666667,51.04166667,20,1.25,1.666666667,2.916666667,2017,1,Wednesday,10.08,10.76,10.72,10.21,10.07,10.97,12.72,4.75,2.5,3.29,6,54.43,32.33375,18,47
1/12/2017,8.333333333,5.196666667,8.75,65.9375,14.16666667,1.25,4.583333333,1.666666667,2017,1,Thursday,12.48,12.13,11.31,13.43,13.08,12.03,14.38,6.37,2.5,2.91,18,43.41,270,18,44
1/13/2017,6.804166667,3.891666667,9.541666667,54.41666667,19.58333333,0,3.333333333,1.333333333,2017,1,Friday,10.77,10.79,10.76,10.95,10.11,9.9,13.06,5.44,2.5,6.93,15,45.98,261.6666667,18,49
1/14/2017,5.975,4.364583333,7.708333333,47.91666667,16.66666667,0.833333333,5.416666667,2.083333333,2017,1,Saturday,12.72,11.89,12.58,12.4,11.7,13.64,15.83,6.5,2.5,5.2,11,47.8,254.8625,18,76
1/15/2017,8.05,6.525,9.083333333,38.79166667,15.41666667,0,7.5,1.25,2017,1,Sunday,11.61,10.56,12.76,11.03,12.24,11.97,13.59,6.62,2.5,7.21,12,41.1,248.8875,18,62
1/16/2017,6.670833333,4.029166667,8.041666667,63.5625,12.5,0.416666667,7.083333333,2.083333333,2017,1,Monday,13.56,12.7,13.09,13.85,14.88,12.81,17.57,7.87,2.5,8.65,15,37.93,240.8375,18,78
1/17/2017,7.225,4.139166667,5.291666667,48.45833333,13.33333333,1.666666667,3.75,2.5,2017,1,Tuesday,9.92,10.37,10.58,10.83,9.51,9.54,12.37,4.85,2.5,6.66,10,50.62,234.1666667,18,66
1/18/2017,6.741666667,4.445833333,6.5,45.95833333,16.66666667,1.25,5.833333333,0.833333333,2017,1,Wednesday,11.48,10.78,11.93,10.83,12.46,12.37,13.46,6.43,2.5,0.49,12,42.14,226.9416667,18,75
1/19/2017,5,5.7,7.833333333,37.75,15.83333333,0,2.5,3.333333333,2017,1,Thursday,12.77,12.54,13.29,13.44,12.62,11.53,14.7,6.22,2.5,6.43,11,50.25,220.2,18,72
1/20/2017,3.608333333,4.73875,4.125,37.625,23.33333333,2.916666667,12.5,2.5,2017,1,Friday,10.42,9.92,10.9,11.24,11.1,10.63,12.63,4.88,2.5,2.34,13,51.06,215.2,18,65
1/21/2017,5.695833333,2.4,4.583333333,50.20833333,15,2.083333333,4.583333333,2.916666667,2017,1,Saturday,8.67,9.05,9.38,8.45,9.44,8.83,10.72,4.34,2.5,3.06,14,47.08,211.5916667,18,43
1/22/2017,4.5125,5.0075,5.125,37.02083333,19.16666667,1.25,9.166666667,1.666666667,2017,1,Sunday,10.23,10.22,10.03,10.24,10.65,10.53,12.98,5.04,2.5,6.13,7,51.84,205.8958333,18,90
1/23/2017,5.1375,4.505,6.291666667,41.75,15.83333333,0.833333333,2.5,1.666666667,2017,1,Monday,12.24,11.37,11.78,13.12,12.75,11.6,14.2,5.22,2.5,2.88,7,58.31,201.3833333,18,71
1/24/2017,6.1125,5.770833333,10.95833333,40.08333333,11.25,0,10,2.916666667,2017,1,Tuesday,10.42,10.84,10.5,10.54,10.21,10.89,12.27,5.29,2.5,7,19,43.02,196.2458333,18,40
1/25/2017,7.779166667,5.108333333,7.666666667,51.1875,18.75,2.083333333,13.75,2.291666667,2017,1,Wednesday,12.37,13.52,11.31,13.52,11.82,13.57,14.5,5.75,2.5,6.92,11,52.52,190.1333333,18,56
1/26/2017,5.979166667,5.224583333,7.041666667,36.625,13.75,0.833333333,8.333333333,0,2017,1,Thursday,13.19,12.66,13.39,12,14.3,13.08,15.61,5.55,2.5,0.02,11,57.02,182.3541667,18,84
1/27/2017,7.85,7.54125,5.166666667,42.60916667,21.25,2.083333333,9.583333333,1.25,2017,1,Friday,13.46,13.82,14.24,13.88,12.92,12.17,17.04,6.7,2.5,6.53,11,49.16,176.375,18,87
1/28/2017,5.970833333,6.1125,2.25,32.08333333,9.166666667,0,1.666666667,1.25,2017,1,Saturday,8.78,8.54,7.95,9.37,8.38,9.03,10.46,4.41,2.5,3.41,8,50.37,168.525,18,58
1/29/2017,5.141666667,7.783333333,5.333333333,54.16666667,15.83333333,2.5,9.583333333,3.333333333,2017,1,Sunday,13.63,14.22,13.02,13.08,14.1,14.02,16.49,5.63,2.5,5.49,10,58.28,162.5541667,18,68
1/30/2017,8.058333333,5.61625,7,35.5175,17.08333333,4.166666667,7.083333333,4.166666667,2017,1,Monday,10.75,10.82,10.81,11.22,10.65,11.72,13.52,5.89,2.5,6.46,15,41.4,157.4125,18,62
1/31/2017,4.441666667,4.254583333,2.833333333,47.25,13.33333333,0.833333333,2.916666667,1.666666667,2017,1,Tuesday,12.61,13.58,12.3,13.47,12.67,11.38,14.85,6.13,2.5,4.39,16,47.39,149.3541667,18,57
2/1/2017,7.375,5.188333333,6.041666667,31.625,10.83333333,0.416666667,8.333333333,2.083333333,2017,2,Wednesday,14.74,14.38,14.03,13.77,14.68,13.48,17.88,6.08,2.7,1.73,5,60.53,144.9125,18,90
2/2/2017,8.195833333,6.211666667,6.416666667,42.29166667,9.166666667,0.416666667,0.416666667,0.833333333,2017,2,Thursday,11.17,11.14,10.69,11.69,11.61,10.68,12.97,6.64,2.7,5.14,18,34.1,137.5375,18,52
2/3/2017,7.6375,6.255416667,9,42.90083333,15.83333333,2.5,7.083333333,0.833333333,2017,2,Friday,16.02,14.55,16.53,16.34,17.44,16.34,20.63,8.37,2.7,10.02,14,44.77,129.3416667,18,31
2/4/2017,7.779166667,4.166666667,4.416666667,27.70833333,12.08333333,0.833333333,7.5,3.75,2017,2,Saturday,15.66,15.35,15.8,16.48,14.25,16.51,19.28,8.39,2.7,2.79,11,45.27,121.7041667,18,88
2/5/2017,10.67,10.725,5,38.6,1,0,11,1.1,2017,2,Sunday,15,15.22,15.04,15.94,15.62,13.88,18.74,6.91,2.7,2.89,16,50.14,113.925,18,54
2/6/2017,10,5,4.4,13,3,2,5,0,2017,2,Monday,10.58,10.24,11.09,9.75,10.15,11.33,13.18,4.5,2.7,11.48,11,56.55,103.255,18,69
2/7/2017,3,0.33,3.5,13.8,3,0,7,2,2017,2,Tuesday,15.34,14.48,14.64,15.68,14.07,15.68,19.21,7.19,2.7,11.86,19,47.4,93.255,18,54
2/8/2017,11,1.67,4,36,7,0,10,2,2017,2,Wednesday,12.87,12,13.7,13.61,13.13,13.5,15.56,7.4,2.7,4.91,12,40.6,90.255,18,80
2/9/2017,3.9825,1.76,4,20.4,6,0,0,1,2017,2,Thursday,10.67,11.12,11.12,10.7,11.05,11.28,13.02,5.07,2.7,2.45,19,46.67,79.255,18,55
2/10/2017,4.01,3.34,4.75,23.2,5,0,2,0,2017,2,Friday,11.89,11.19,12.27,11.92,12.87,12.15,14.27,5.5,2.7,4.84,14,51.1,75.2725,18,84
2/11/2017,5.33,6.32,5.1,12.4,11,1,1,3,2017,2,Saturday,15.81,15.85,15.71,14.62,14.52,15.89,18.19,6.81,2.7,5.64,14,54.47,71.2625,18,42
2/12/2017,10,10.67,7.8,27.4,4,0,2,1,2017,2,Sunday,17.07,17.03,18.31,16.27,18.32,17.22,21.11,8.12,2.7,3.76,14,49.72,65.9325,18,59
2/13/2017,0,0,0,0,0,0,0,0,2017,2,Monday,14.86,13.52,15.91,14.56,15.01,15.17,18.73,7.64,2.7,11.02,14,45.65,55.9325,18,58
2/14/2017,4.33,5,2.1,22,0,0,1,1,2017,2,Tuesday,15.61,15.21,15.03,16.39,16.73,16.32,19.43,6.25,2.7,0.52,15,57.18,55.9325,18,88
2/15/2017,6,2.67,2,19.2,1,0,1,1,2017,2,Wednesday,10.86,11.29,10.06,11.25,10.93,10.08,12.76,6.16,2.7,0.43,13,40.73,51.6025,18,70
2/16/2017,3.66,4.66,1,31.6,2,0,0,3,2017,2,Thursday,11.51,11.18,10.52,11.66,11.84,11.59,14.92,5.18,2.7,5.41,18,50.11,45.6025,18,54
2/17/2017,3,2.802,2.1,12.25,4,0,8,1.2,2017,2,Friday,11.6,11.09,12.54,11.58,12.16,10.63,14.79,6.17,2.7,1.08,19,40.3,41.9425,18,46
2/18/2017,7,4,2.35,30,10,0,0,3.1,2017,2,Saturday,16.25,15.11,14.84,15.56,15.56,17.51,19.09,7.3,2.7,0.45,18,50.2,38.9425,18,50
2/19/2017,3.34,3.516,2.2,13,1,0,8,1,2017,2,Sunday,12.13,11.08,10.96,11.72,10.94,11.44,15.11,6.83,2.7,2.97,11,42.49,31.9425,18,61
2/20/2017,5,3.76,4.5,33.1,2,0,1,3,2017,2,Monday,15.97,15.97,15.22,15.76,14.71,15.97,20.62,7.47,2.7,4.09,5,55.24,250,18,32
2/21/2017,5,4.155,4,22.9,14,0,8,1,2017,2,Tuesday,13.32,13.03,13.72,12.7,11.99,12.29,16.36,5.77,2.7,2.53,17,52.55,245,18,74
2/22/2017,3.67,2.429,7.2,21.1,9,0,5,0,2017,2,Wednesday,14.31,12.94,14.14,15.47,15.13,13.68,17.68,7.78,2.7,2.83,17,40.45,240,18,52
2/23/2017,6.67,5.67,4.05,24.1,5,1,8,2,2017,2,Thursday,12.02,12.06,12.4,11.28,11.5,10.86,13.89,5.44,2.7,2.26,12,53.25,236.33,18,85
2/24/2017,1,4.67,4,29.8,10,1,7,1,2017,2,Friday,11.3,12.01,11.85,11.84,11.92,10.6,14.4,5.49,2.7,5.58,5,53.51,229.66,18,61
2/25/2017,6,6.34,5.25,24,6.875,0,2,0,2017,2,Saturday,15.37,16.45,14.98,15.29,14.36,16.67,19.97,6.71,2.7,0.25,11,55.41,228.66,18,37
2/26/2017,5.33,5.33,3.2,15.7,3,0,5,1.2,2017,2,Sunday,11.27,12.05,11.77,11,11.53,10.79,14.04,6.6,2.7,1.61,17,35.86,222.66,18,71
2/27/2017,5.67,3.68,7,16.4,14,0,7,2,2017,2,Monday,11.76,11.92,12.4,12.93,12.61,12.67,13.59,6.4,2.7,5.25,9,45.63,217.33,18,77
2/28/2017,5.34,5.02,7.5,26.4,9,2,18,0,2017,2,Tuesday,16.18,15.98,14.99,17.13,16.54,15.7,18.61,6.8,2.7,5.41,7,58.92,211.66,18,81
3/1/2017,4,4.66,5,15.1,17,0,5,2,2017,3,Wednesday,17.29,16.27,16.88,17.24,17.86,18.61,21.79,10.2,2.4,3.9,13,38.36,206.32,18,68
3/2/2017,5,7.13,3,13,1,1,1,2,2017,3,Thursday,10.75,10.68,9.76,10.76,10.94,10.05,13.52,5.06,2.4,2.74,15,49.66,202.32,18,90
3/3/2017,9,2.99,4,12.9,9,1,6,4,2017,3,Friday,16.23,15,15.78,17.85,16.57,17.37,19.12,8.34,2.4,4.04,11,47.51,197.32,18,62
3/4/2017,5.01,3.67,3.1,17,0,0,5,4.5,2017,3,Saturday,11.75,11,10.75,12.1,11.77,10.8,14.7,5.4,2.4,10.1,11,53.06,188.32,18,37
3/5/2017,12.33,4.33,5,33.9,3,0,6,5,2017,3,Sunday,14.93,13.92,13.9,14.54,15.74,13.76,18.09,8.86,2.4,6.86,5,43.21,183.31,18,43
3/6/2017,6.83,2.33,1.1,19.6,1,0,0,3,2017,3,Monday,16.74,15.31,16.37,17.75,16.08,17.38,20.17,9.97,2.4,8,6,42.4,170.98,18,63
3/7/2017,2.34,5.33,6.5,15,4,0,0,2,2017,3,Tuesday,10.7,10.58,10.29,10.3,9.82,11.07,13.74,5.52,2.4,5.5,12,46.71,164.15,18,72
3/8/2017,1,2.34,0,15.2,4,0,0,3,2017,3,Wednesday,13.95,12.92,14.44,12.74,15.07,14.47,16.84,6.81,2.4,0.06,5,53.28,161.81,18,65
3/9/2017,11.33,2.33,6,26.9,6,1,0,2.5,2017,3,Thursday,16.8,17.84,16.2,16.26,16.2,15.9,21.65,9.52,2.4,1.63,7,44.61,160.81,18,69
3/10/2017,2,4.33,4.6,26.3,8,1,0,1,2017,3,Friday,16.64,16.2,16.77,15.9,17.02,18.03,21.1,8.51,2.4,3.39,14,45.94,149.48,18,80
3/11/2017,6.33,4.066,6,20.1,2,1,5,3.5,2017,3,Saturday,15.41,16.22,14.44,15.65,14.19,13.95,18.57,7.11,2.4,2.97,6,55.38,147.48,18,68
3/12/2017,7.68,7.01,2,48,6,4,15,2,2017,3,Sunday,11.18,12.27,10.52,11.16,10.52,10.09,14.52,6.4,2.4,7.83,19,35.75,141.15,18,51
3/13/2017,2.33,0.68,2.7,17.8,2,0,10,0,2017,3,Monday,12.54,11.34,11.55,12.31,13.55,12.45,15.74,5.96,2.4,5.49,11,51.45,133.47,18,40
3/14/2017,2.67,1.34,3,15,5,0,5,1,2017,3,Tuesday,14.03,13.09,14.7,15.13,13.64,12.7,17.96,8.25,2.4,3.99,14,37.84,131.14,18,47
3/15/2017,3.66,1.703,2.5,14.6,4,0,0,0,2017,3,Wednesday,13.97,13.32,14.6,12.97,14.91,13.12,16.13,5.69,2.4,4.32,13,57.44,128.47,18,78
3/16/2017,6,4.056,4.75,28.2,4,0,1,3,2017,3,Thursday,14.99,14.2,14.14,14.73,14.28,15.72,19.11,6.16,2.4,5.58,5,60.68,124.81,18,78
3/17/2017,4.33,2.802,0,11,14,0,3,3,2017,3,Friday,16.67,15.27,15.4,16.93,17.79,17.2,21.66,8.05,2.4,3.66,18,46.46,118.81,18,71
3/18/2017,5,4.38,4.25,20.4,3,0,1,1,2017,3,Saturday,10.87,10.83,11.7,10.09,10.52,11.73,13.64,5.6,2.4,0.02,8,49.09,114.48,18,80
3/19/2017,10,3.693,2,39.1,3,0,5,3,2017,3,Sunday,14.7,14.91,13.67,14.96,13.96,14.06,18.41,7.98,2.4,5.44,14,42.62,109.48,18,86
3/20/2017,1.66,6.683,4.7,16.1,3,0,7,3,2017,3,Monday,16.25,15.06,15.71,14.79,15.69,15.25,19.67,9.05,2.4,2.47,15,40.44,99.48,18,55
3/21/2017,9.16,2.03,2.2,12.6,4,0,1,5.3,2017,3,Tuesday,11.72,12.41,11.07,12.39,11,12.57,13.63,5.65,2.4,2.26,5,53.87,97.82,18,41
3/22/2017,1.66,5.023,2,16.4,7,0,2,2,2017,3,Wednesday,16.92,15.48,16.74,18.38,15.23,18.14,19.97,6.8,2.4,8.2,8,60.29,88.66,18,50
3/23/2017,7.34,2.133,1,13.3,8,0,6,3.5,2017,3,Thursday,10.91,11.54,10.36,11.43,11.37,9.85,12.67,4.79,2.4,2.63,11,55.15,87,18,77
3/24/2017,1.67,3,4.5,12.3,7,0,5,6.3,2017,3,Friday,14.11,12.76,13.51,13.79,15.16,14.5,16.37,6.44,2.4,1.01,19,48.78,79.66,18,50
3/25/2017,10,5.49,1,33.3,3,0,0,4,2017,3,Saturday,14.94,14.79,15.4,16.11,15.61,15.14,18.3,8.53,2.4,2.68,13,40.34,77.99,18,89
3/26/2017,5.34,5.36,3.45,18,4,0,10,8,2017,3,Sunday,11.13,11.93,11.53,10.71,10.92,11.39,13.03,5.3,2.4,11.62,11,51.36,67.99,18,86
3/27/2017,4.84,3.463,3.5,14.8,5,0,1,4,2017,3,Monday,13.36,14.28,13.3,14.51,12.68,12.69,16.34,5.94,2.4,3.95,10,55.09,62.65,18,47
3/28/2017,2.67,2.67,7,22,14,0,0,6,2017,3,Tuesday,16.2,17.63,17.37,16.13,15.75,17.82,18.81,8.05,2.4,4.9,18,44.91,57.81,18,36
